date,conso,cac40close,gdpcap,unemployment_rate,population,pop_0_20,pop_20_59,pop_60_75,pop_75,temp
2014-03-03,66787.625,4290.870117,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,6.799833450304001
2014-03-04,67166.22916666667,4395.899902,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,7.395483129266204
2014-03-05,64813.395833333336,4391.25,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,8.450650147309709
2014-03-06,64335.1875,4417.040039,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,8.83402870387631
2014-03-07,62700.791666666664,4366.419922,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,9.407407333654776
2014-03-08,54497.854166666664,4366.419922,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,11.387468271846087
2014-03-09,49520.145833333336,4366.419922,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,12.847968974638329
2014-03-10,56772.375,4370.839844,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,12.7460791792547
2014-03-11,58377.5,4349.720215,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,10.857408981198517
2014-03-12,58362.3125,4306.259765999999,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,11.794574924011325
2014-03-13,58133.708333333336,4250.509765999999,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,12.365582253537188
2014-03-14,56902.1875,4216.370117,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,12.346440076645006
2014-03-15,52095.5,4216.370117,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,10.843198389737326
2014-03-16,48242.354166666664,4216.370117,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,12.322588476523526
2014-03-17,55452.020833333336,4271.959961,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,9.792671838792298
2014-03-18,57846.3125,4313.259765999999,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,10.862615807105426
2014-03-19,56856.791666666664,4308.060059,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,11.520085975662026
2014-03-20,55924.791666666664,4327.910156,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,13.269335439336587
2014-03-21,55220.9375,4335.279785,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,11.48462453030188
2014-03-22,52738.541666666664,4335.279785,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,9.123986536866093
2014-03-23,53081.291666666664,4335.279785,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,6.440518814625735
2014-03-24,61032.416666666664,4276.339844,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,6.646498684163779
2014-03-25,62531.166666666664,4344.120117,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,6.525126771476257
2014-03-26,62236.354166666664,4385.149902,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,7.35854092498661
2014-03-27,62408.645833333336,4379.060059,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,7.604863609542825
2014-03-28,60391.166666666664,4411.259765999999,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,10.398534665081371
2014-03-29,51708.708333333336,4411.259765999999,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,13.729620545182494
2014-03-30,47224.041666666664,4411.259765999999,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,14.449682275720246
2014-03-31,53335.833333333336,4391.5,40144.059485000005,9.8,64066.0,15588708.0,32791541.0,15647709.0,5892998.0,14.425376441711462
2014-04-01,53276.979166666664,4426.720215,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,15.328387111165629
2014-04-02,52739.75,4430.859863000001,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,15.770962829572772
2014-04-03,53678.25,4449.330078,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,15.181372210530906
2014-04-04,53666.5,4484.549805,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,13.078014026872195
2014-04-05,47767.791666666664,4484.549805,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,13.79787981457561
2014-04-06,43579.8125,4484.549805,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,15.281852828500444
2014-04-07,50134.958333333336,4436.080078,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,16.196152477242112
2014-04-08,52276.479166666664,4424.830078,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,11.304432765758937
2014-04-09,53353.1875,4442.680176,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,11.691922246551076
2014-04-10,52545.1875,4413.490234000001,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,13.504094503441006
2014-04-11,51233.645833333336,4365.859863000001,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,13.504003739911344
2014-04-12,45652.9375,4365.859863000001,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,13.484806970468648
2014-04-13,42916.395833333336,4365.859863000001,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,12.449466629396928
2014-04-14,50620.291666666664,4384.560059,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,12.105856309152223
2014-04-15,52495.770833333336,4345.350098,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,10.420879601726655
2014-04-16,53104.145833333336,4405.660156,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,11.48328149756417
2014-04-17,52579.145833333336,4431.810059,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,13.46099898873744
2014-04-18,51494.229166666664,4431.810059,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,11.754362726533593
2014-04-19,47856.0625,4431.810059,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,9.907248295769772
2014-04-20,44940.583333333336,4431.810059,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,12.2309938107527
2014-04-21,44966.041666666664,4431.810059,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,12.7845955747736
2014-04-22,51630.979166666664,4484.209961,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,13.737302343154505
2014-04-23,51826.4375,4451.080078,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,14.496104888331484
2014-04-24,51268.625,4479.540039,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,15.441155813196389
2014-04-25,51028.375,4443.629883,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,13.956929048786062
2014-04-26,46384.3125,4443.629883,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,10.832753606636867
2014-04-27,44602.208333333336,4443.629883,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,11.002386042975044
2014-04-28,51808.0625,4460.529785,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,11.860374355171327
2014-04-29,52862.458333333336,4497.680176,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,11.632975347594572
2014-04-30,51787.1875,4487.390136999999,40144.059485000005,9.8,64085.0,15588708.0,32791541.0,15647709.0,5892998.0,13.378541655013034
2014-05-01,43027.645833333336,4458.169922,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,12.761448267050326
2014-05-02,47952.708333333336,4458.169922,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,12.440475882308125
2014-05-03,45931.4375,4458.169922,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,10.949017584230225
2014-05-04,43232.229166666664,4458.169922,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,12.031097944649225
2014-05-05,49073.166666666664,4462.689941,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,15.645412883680699
2014-05-06,49498.458333333336,4428.069824,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,15.663971381054804
2014-05-07,49572.8125,4446.439941,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,14.115984888588073
2014-05-08,43526.791666666664,4507.240234000001,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,13.623398146106156
2014-05-09,45936.895833333336,4477.279785,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,15.939970451686268
2014-05-10,43302.979166666664,4477.279785,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,14.119445328334537
2014-05-11,41493.3125,4477.279785,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,12.347286791149578
2014-05-12,49991.979166666664,4493.649902,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,11.126275493628507
2014-05-13,51780.166666666664,4505.02002,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,11.082332929932436
2014-05-14,51434.3125,4501.040039,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,12.785413713271533
2014-05-15,50784.291666666664,4444.930176,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,12.97174953792676
2014-05-16,49803.395833333336,4456.279785,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,14.564027716518066
2014-05-17,43192.5,4456.279785,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,16.822940769027753
2014-05-18,39508.895833333336,4456.279785,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,18.609269469964918
2014-05-19,46713.8125,4469.759765999999,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,19.59561873991316
2014-05-20,47998.5625,4452.350098,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,16.82483945462159
2014-05-21,48748.5,4469.029785,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,15.885124304702295
2014-05-22,48478.3125,4478.209961,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,15.345481154257858
2014-05-23,48180.145833333336,4493.149902,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,14.274223491285069
2014-05-24,42971.520833333336,4493.149902,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,13.254142261193872
2014-05-25,40090.833333333336,4493.149902,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,15.447953908194448
2014-05-26,47936.270833333336,4526.930176,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,14.814211531625924
2014-05-27,49546.083333333336,4529.75,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,13.652512191706322
2014-05-28,49432.5625,4531.629883,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,13.601301986337027
2014-05-29,42193.729166666664,4530.509765999999,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,15.418493314998656
2014-05-30,44298.125,4519.569824,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,17.342296293962594
2014-05-31,41220.6875,4519.569824,40144.059485000005,9.8,64105.0,15588708.0,32791541.0,15647709.0,5892998.0,16.64055153616848
2014-06-01,38796.020833333336,4519.569824,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,15.646926793611073
2014-06-02,46364.25,4515.890136999999,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,16.567815213167805
2014-06-03,47726.229166666664,4503.689941,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,17.20513017250734
2014-06-04,48524.5,4501.0,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,14.231924191192308
2014-06-05,48245.958333333336,4548.72998,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,15.28341016051044
2014-06-06,47618.666666666664,4581.120117,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,21.011481164675317
2014-06-07,41694.645833333336,4581.120117,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,22.89035746465016
2014-06-08,38216.125,4581.120117,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,22.72360894037571
2014-06-09,40126.166666666664,4589.120117,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,22.361390142478534
2014-06-10,47266.291666666664,4595.0,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,19.5107119991668
2014-06-11,47827.145833333336,4555.109863000001,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,21.14862571998247
2014-06-12,48367.625,4554.399902,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,21.287953891646367
2014-06-13,47905.083333333336,4543.279785,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,21.27367047416608
2014-06-14,41479.208333333336,4543.279785,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,18.939490691149544
2014-06-15,38017.75,4543.279785,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,16.85309945958881
2014-06-16,45849.229166666664,4510.049805,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,16.880311699457554
2014-06-17,47345.416666666664,4536.069824,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,16.391507330161826
2014-06-18,47410.875,4530.370117,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,17.558404818114756
2014-06-19,47708.145833333336,4563.040039,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,18.072991865744807
2014-06-20,47340.666666666664,4541.339844,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,18.30033882582598
2014-06-21,41840.145833333336,4541.339844,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,19.832482131638837
2014-06-22,38911.541666666664,4541.339844,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,21.807774035984266
2014-06-23,46794.395833333336,4515.569824,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,20.99336137221898
2014-06-24,48205.625,4518.339844,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,21.262752820153512
2014-06-25,48055.125,4460.600098,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,19.394774000599547
2014-06-26,48098.291666666664,4439.629883,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,19.41355858033933
2014-06-27,47564.770833333336,4436.990234000001,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,19.81543193574442
2014-06-28,41917.145833333336,4436.990234000001,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,17.10378007823814
2014-06-29,38502.583333333336,4436.990234000001,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,16.08415359910112
2014-06-30,45734.541666666664,4422.839844,40144.059485000005,9.8,64128.0,15588708.0,32791541.0,15647709.0,5892998.0,17.366835815016813
2014-07-01,47514.541666666664,4461.120117,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,19.213645065529654
2014-07-02,47773.895833333336,4444.720215,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,20.245324198369136
2014-07-03,48506.895833333336,4489.879883,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,23.50199346394276
2014-07-04,47800.354166666664,4468.97998,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,22.137478004149532
2014-07-05,41905.083333333336,4468.97998,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,20.320634863479125
2014-07-06,38817.291666666664,4468.97998,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,18.354852619472624
2014-07-07,45927.166666666664,4405.759765999999,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,16.83435728896565
2014-07-08,47497.895833333336,4342.529785,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,16.0414794944727
2014-07-09,47960.854166666664,4359.839844,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,15.010861008850222
2014-07-10,48508.75,4301.259765999999,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,15.241369745229617
2014-07-11,47843.5,4316.5,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,16.591774618527037
2014-07-12,41859.9375,4316.5,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,17.298117866336984
2014-07-13,38640.333333333336,4316.5,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,18.325908267005772
2014-07-14,39096.354166666664,4350.040039,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,18.52738805085978
2014-07-15,46758.979166666664,4305.310059,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,20.151574051044676
2014-07-16,48457.041666666664,4369.060059,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,23.657763967327956
2014-07-17,49338.479166666664,4316.120117,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,25.67823978100529
2014-07-18,49153.770833333336,4335.310059,40144.059485000005,9.9,64154.0,15588708.0,32791541.0,15647709.0,5892998.0,27.517881993670997
