,conso,cac40close,gdpcap,unemployment_rate,population,pop_0_20,pop_20_59,pop_60_75,pop_75,temp
0,0.27081571662486187,-1.296572687404238,-1.307413926552388,0.7346302872318865,-2.1637501803281465,-0.030942163456591676,1.4369599547108014,-1.4916695619250795,-1.514496055873577,-0.6557332764432151
1,0.6134409500934173,-1.4394000581867972,-1.307413926552388,0.7346302872318865,-2.1637501803281465,-0.030942163456591676,1.4369599547108014,-1.4916695619250795,-1.514496055873577,-0.4709141264217883
2,0.7051851791570756,-1.3970323156082523,-1.307413926552388,0.7346302872318865,-2.1637501803281465,-0.030942163456591676,1.4369599547108014,-1.4916695619250795,-1.514496055873577,-0.34553326586414973
3,0.42190218780325056,-1.3970323156082523,-1.307413926552388,0.7346302872318865,-2.1637501803281465,-0.030942163456591676,1.4369599547108014,-1.4916695619250795,-1.514496055873577,-0.6146723285362843
4,0.3912525551987292,-1.3970323156082523,-1.307413926552388,0.7346302872318865,-2.1637501803281465,-0.030942163456591676,1.4369599547108014,-1.4916695619250795,-1.514496055873577,-0.9547571864958371
5,0.966443863795151,-1.438858756706935,-1.307413926552388,0.7346302872318865,-2.1637501803281465,-0.030942163456591676,1.4369599547108014,-1.4916695619250795,-1.514496055873577,-0.2492764129922996
6,0.9232490114346729,-1.3657708957687407,-1.307413926552388,0.7346302872318865,-2.1637501803281465,-0.030942163456591676,1.4369599547108014,-1.4916695619250795,-1.514496055873577,-0.2558049770457501
7,0.845831594864224,-1.369348765562015,-1.307413926552388,0.7346302872318865,-2.1637501803281465,-0.030942163456591676,1.4369599547108014,-1.4916695619250795,-1.514496055873577,-0.2714519882520624
8,0.949171770529529,-1.4438503053637157,-1.307413926552388,0.7346302872318865,-2.1637501803281465,-0.030942163456591676,1.4369599547108014,-1.4916695619250795,-1.514496055873577,-0.41013466487604033
9,1.0887967917133474,-1.3908962121836013,-1.307413926552388,0.7346302872318865,-2.1637501803281465,-0.030942163456591676,1.4369599547108014,-1.4916695619250795,-1.514496055873577,-1.084745889258511
10,0.5530714657767938,-1.3908962121836013,-1.307413926552388,0.7346302872318865,-2.1637501803281465,-0.030942163456591676,1.4369599547108014,-1.4916695619250795,-1.514496055873577,-0.945618141537575
11,0.4629918758790122,-1.3908962121836013,-1.307413926552388,0.7346302872318865,-2.1637501803281465,-0.030942163456591676,1.4369599547108014,-1.4916695619250795,-1.514496055873577,-1.2676789817649692
12,1.1546163124559619,-1.364544081079679,-1.307413926552388,0.7346302872318865,-2.1637501803281465,-0.030942163456591676,1.4369599547108014,-1.4916695619250795,-1.514496055873577,-0.8715337212734495
13,1.4247303316731743,-1.3418104443146837,-1.307413926552388,0.7346302872318865,-2.1637501803281465,-0.030942163456591676,1.4369599547108014,-1.4916695619250795,-1.514496055873577,-1.160417863958438
14,1.5927750707006678,-1.2214475841215955,-1.307413926552388,0.7346302872318865,-2.1637501803281465,-0.030942163456591676,1.4369599547108014,-1.4916695619250795,-1.514496055873577,-1.0916078252646142
15,1.393562204902233,-1.2480698563907155,-1.307413926552388,0.7346302872318865,-2.1637501803281465,-0.030942163456591676,1.4369599547108014,-1.4916695619250795,-1.514496055873577,-0.7086480446555282
16,1.2517735426480088,-1.230952346753114,-1.307413926552388,0.7346302872318865,-2.1637501803281465,-0.030942163456591676,1.4369599547108014,-1.4916695619250795,-1.514496055873577,-0.7812567324136812
